Country,OrgName,OrgType,Description,Amount
Ethiopia,Mujejegwuwa–Loka Women Development Association,NGO,Workplan between UNFPA and Mujejegwuwa-Loka Women Development Association (WLWDA): CRSV & SGBV/HTPs Programmes,"307,955.45"
Ethiopia,Association for Women's Sanctuary and Development,NGO,Workplan between UNFPA and Association for Women’s Sanctuary and Development (AWSAD) - CRSV & SGBV/HTPs Programmes,"491,774.88"
Ethiopia,Women's Association of Tigray,NGO,Workplan between UNFPA and Women's Association of Tigray (WAT) - SGBV/HTPs Programme,"622,729.53"
Ethiopia,Ethiopian Midwives Association,NGO,Work plan between UNFPA & Ethiopian Midwives Association (EMwA) on Comprehensive SRH Programme,"1,777,574.62"
Ethiopia,Family Guidance Association of Ethiopia,NGO,Workplan between UNFPA and Family Guidance Association of Ethiopia (FGAE) for 2023 on Adolescent and Youth Health Programme,"166,711.21"
Ethiopia,Norwegian Church Aid,NGO,Workplan between UNFPA and Norwegian Church Aid (NCA) - AAECM and AAFGM Joint Programmes,"505,380.18"
Ethiopia,German Foundation for World Population (DSW),NGO,Workplan between UNFPA and DSW for 2023 on Adolescent and Youth Health Programme,"455,782.95"
Ethiopia,"Health, Development and Anti Malaria Association",NGO,"Work Plan between Health, Development and Anti Malaria Association and UNFPA for 2023 on Adolescent and Youth Health Programme","293,438.30"
Ethiopia,Partnership for Pastoralists Development Association (PAPDA),NGO,Workplan between UNFPA and Partnership for Pastoralists Development Association on GBV/IE and SRH/IE Programme,"478,003.58"
Ethiopia,Maternity Foundation,NGO,Workplan between UNFPA and Maternity Foundation (MF) on provision of integrated lifesaving SRH services to emergency affected populations,"173,284.98"
Ethiopia,Population Media Center,NGO,Workplan between UNFPA and Population Media Center-Ethiopia (PMC-Ethiopia): AAFGM JP,"164,937.81"
Ethiopia,Consortium of Reproductive Health Associations,NGO,"Workplan between UNFPA and Consortium of Reproductive Health Association (CORHA) on Population and Development, GBV and Adolescent and Youth Development Programme","198,980.06"
Ethiopia,Ethiopian Center for Disability and Development Association,NGO,Workplan between UNFPA and ECDD on Adolescent and Youth Health Development Programme,"147,035.14"
Ethiopia,Amhara Women Association,NGO,Workplan between UNFPA and AWA on GBV Prevention and Response,"573,747.63"
Ethiopia,Food for the Hungry (FH) Ethiopia,NGO,Workplan between UNFPA and FH Ethiopia on provision of integrated lifesaving SRH services to emergency affected populations,"768,914.70"
Ethiopia,MSI Ethiopia Reproductive Choices,NGO,Workplan between UNFPA and MSIE Reproductive Choices on SRH and GBV integrated programme,"885,810.87"
Ethiopia,Mums for Mums,NGO,Provision of Comprehensive SRH services in Tigray region,"365,245.89"
Ethiopia,Medical Teams International,NGO,Strengthen Access to Quality Reproductive Healthcare in Conflict-Affected Areas,"922,858.20"
Ethiopia,Maedotadi Charity Organization,NGO,Provision of SRH and GBV Services in Tigray,"1,266,032.28"
Ethiopia,World Vision Ethiopia,NGO,Work Plan Between UNFPA and World Vision Ethiopia on GBV Programme,"1,392,815.43"
Ethiopia,International Medical Corps UK,NGO,Provision of GBV Services under scale-up emergency response,"1,157,468.07"
Ethiopia,Action for Social Development and Environmental Protection Organization (ASDEPO),NGO,Workplan between ASDEPO and UNFPA on Provision of Integrated SRH and GBV Services,"576,056.67"
Ethiopia,Organization for Welfare and Development in Action (Ethiopia),NGO,Work Plan Between UNFPA and Organization for Welfare and Development in Action,"681,916.17"
Ethiopia,Talent Youth Association,NGO,Workplan between UNFPA and Talent Youth Association on Adolescent and Youth Health Programme,"138,302.30"
Kenya,Kenya National Bureau of Statistics,Government,"Generation, analysis, dissemination and utilization of population data","129,914.44"
Kenya,State Department for Gender and Affirmative Action,Government,Prevention and response to GBV including FGM and child marriages,"148,979.37"
Kenya,National Council for Population and Development,Government,Implementation of Population Policy and ICPD25 Commitments.,"199,060.50"
Kenya,Isiolo County Government,Government,Strengthening Isiolo County Government's capacity to provide integrated sexual and reproductive health services,"64,931.06"
Kenya,Civil Registration Services,Government,Strengthening of Vital Statistics in Kenya,"55,332.48"
Kenya,Garissa County Government,Government,Strengthening SRH services and anti-FGM response interventions within Garissa County,"64,127.96"
Kenya,International Centre for Reproductive Health,NGO,Strengthening National and County's Capacity to Provide Integrated Sexual and Reproductive Health Services,"728,460.72"
Kenya,Marie Stopes Kenya,NGO,Improved capacity to provide quality family planning services,"52,231.58"
Kenya,Kenya Red Cross Society,NGO,Emergency response on SRH & GBV in humanitarian settings,"957,097.70"
Kenya,International Rescue Committee,NGO,Strengthening SRH and GBV services in humanitarian settings,"321,793.32"
Kenya,World Vision Kenya,NGO,Strengthen Community-led interventions for the elimination of FGM,"100,476.44"
Kenya,Liverpool School of Tropical Medicine (LSTM) Health Initiative Kenya,NGO,Strengthening capacity of national and county health system to provide quality maternal and newborn care,"190,888.87"
Kenya,Amref Health Africa,NGO,Strengthening national midwifery programme and fistula management,"459,991.21"
Kenya,This Ability Trust,NGO,Scaling up access to Sexual Reproductive Health services and Upholding the Rights of Women and Girls with Disabilities.,"80,261.34"
Kenya,Reach Alternatives,NGO,COVID-19 response on SRH & GBV,"54,533.49"
Kenya,FilmAid Kenya,NGO,Promoting gender equality and SRH in humanitarian settings,"238,095.07"
Kenya,Population Media Center Kenya,NGO,Community engagement on ending FGM through Radio,"61,549.40"
Kenya,Peace Winds Japan,NGO,Strengthening SRH and GBV response in Turkana and Garissa,"131,623.47"
Kenya,Network for Adolescent and Youth of Africa,NGO,"Accelerating Meaningful Adolescent and Youth Engagement in programmes on Sexual and Reproductive Health and Rights (SRHR), Gender and Harmful Practices","72,939.21"
Kenya,Centre for Rights Education and Awareness,NGO,Strengthening capacity and services of prevention and response to GBV and FGM,"746,711.83"
Kenya,Centre for Enhancing Democracy and Good Governance,NGO,Strengthen Community Based interventions for the Elimination of FGM and Harmful Practices.,"196,754.14"
Kenya,Collaborative Centre for Gender and Development,NGO,Strengthen capacity of stakeholders and institutions on the elimination of GBV and FGM,"183,675.43"
Kenya,German Foundation for World Population,NGO,"Delivering Accurate Information and Services on SRHR, GBV and Harmful Practices to Young People (DAISY)","138,269.33"
Kenya,White Ribbon Alliance for Safe Motherhood Kenya,NGO,Advocacy and accountability for maternal and newborn health,"51,734.14"
Lesotho,Ministry of Health,Government,Integrated Sexual and Reproductive Health Information and Services,"169,149.84"
Lesotho,Help Lesotho,NGO,Reaching the vulnerable young people with Comprehensive Sexuality Education and SRHR information,"67,864.59"
Madagascar,"Ministère de la Population, de la Protection Sociale et de la Promotion de la Femme",Government,Plan de Travail Ministere de la Population,"120,416.83"
Madagascar,Ministère de la Santé Publique,Government,Plan de Travail 2023 - Ministere de la Sante,"1,051,941.05"
Madagascar,Institut National de la Statistique,Government,Plan de Travail de l'Instat 2023,"73,573.73"
Madagascar,Ministère de la Jeunesse et des Sports,Government,Plan de travail - Ministère de la Jeunesse et des Sports,"131,851.93"
Madagascar,Central d'Achats de Médicaments Essentiels et de Materiel Medical de Madagascar (SALAMA),Government,Plan de Travail - Central d'Achats SALAMA,"283,143.36"
Madagascar,Ministère de l’Education Nationale,Government,Plan de travail - Ministère de l’Education Nationale,"55,287.79"
Madagascar,Fianakaviana Sambatra (FISA),NGO,Plan de Travail 2023 FISA,"394,810.14"
Madagascar,Marie Stopes International- Madagascar,NGO,Plan de travail 2023- Marie Stopes Madagascar,"435,547.61"
Madagascar,Action Socio-Sanitaire Organisation Secours,NGO,Plan de Travail 2023 - ASOS,"113,737.12"
Madagascar,Operation Fistula (UK),NGO,Plan de Travail 2023-Operation Fistula,"52,855.99"
Madagascar,Tokotany Iraisana,NGO,Plan de travail annuel – Tokotany Iraisana (TKI),"196,212.00"
Madagascar,Capacity-Building for Communities (C for C),NGO,Plan de Travail avec l’ONG CforC,"110,994.61"
Malawi,Nkhatabay District Assembly,Government,Detailed Activity Budget Between UNFPA and Nkhatabay District Assembly in Support to the JWP,"63,278.70"
Malawi,Mangochi District Health Office,Government,Detailed Activity Budget between Mangochi District and UNFPA,"218,388.48"
Malawi,Ministry of Youth and Sports,Government,Detailed budget between the Ministry of Youth and Sports and UNFPA,"51,189.19"
Malawi,Dedza District Assembly,Government,Detailed Annual Work Plan and Budget between the Dedza District and UNFPA,"249,612.08"
Malawi,Ministry of Health and Population,Government,Sexual and Reproductive Health (Central Level) Detailed Activity Budget Between UNFPA and Ministry of Health and Population,"229,160.16"
Malawi,National Statistical Office,Government,"Annual Work Plan between UNFPA and NSO: Generation, analysis, dissemination and utilization of population data","116,444.78"
Malawi,"Ministry of Gender, Community Development Social Welfare",Government,Detailed Activity Budget between UNFPA and MOGCDSW,"121,409.12"
Malawi,Mchinji District Assembly,Government,Detailed Activity Budget between Mchinji District and UNFPA,"64,686.92"
Malawi,Salima District Assembly,Government,Detailed Activity Budget Between UNFPA and Salima District Council in Support to the JWP,"183,596.76"
Malawi,Ministry of Education,Government,Detailed Activity Budget Between Ministry of Education and UNFPA,"66,007.72"
Malawi,Kasungu District Council,Government,UNFPA and Kasungu 2023 Annual Work Plan,"83,909.00"
Malawi,Kamuzu University of Health Sciences,Government,Detailed Annual Work plan and budget between UNFPA and Kamuzu University of Health Sciences,"106,801.52"
Malawi,Malawi Human Rights Commission,Government,Annual Workplan Between UNFPA and MHRC,"58,108.19"
Malawi,Family Planning Association of Malawi,NGO,Detailed Activity Budget Between UNFPA and FPAM in Support to the JWP,"588,230.01"
Malawi,Malawi Girl Guides Association,NGO,"Adolescents and Youth Programme, 2023","433,146.63"
Malawi,Girls Empowerment Network,NGO,"Detailed Activity Budget between UNFPA and Girls Empowerment Network (GENET) in support of the JWP on Spotlight Initiative-, Ireland Teen prog. and Peace Building","405,653.80"
Malawi,Amref Health Africa,NGO,Detailed Activity Budget between UNFPA and Amref Health Africa in support of the JWP on Spotlight Initiative Revision 1,"83,038.00"
Malawi,Ntchisi Organization for Youth and Development,NGO,Detailed Activity Budget between UNFPA and NOYD in support of the JWP on Spotlight Initiative-RVD 1,"83,052.23"
Malawi,Youth Net and Counselling (YONECO),NGO,Detailed Activity Budget between UNFPA and YONECO in support of KOICA Teen Mothers project and Border Conflict Prevention and Peace Building,"146,267.87"
Malawi,Freedom From Fistula Foundation,NGO,Detailed budget between UNFPA and Freedom From Fistula Foundation,"235,821.00"
Malawi,Foundation for Civic Education and Social Empowerment,NGO,Detailed Activity Budget between UNFPA and Foundation for Civic Education in support of the JWP on Spotlight Initiative,"472,004.03"
Mozambique,Direcção Nacional da Mulher,Government,Plano de trabalho entre o Ministerio do Genero Crianca e Accao Social e UNFPA #2,"70,458.13"
Mozambique,Ministério da Saúde,Government,Revisão IV Plano de Trabalho entre UNFPA e MISAU/DNSP) #4,"428,838.61"
Mozambique,SEJE - Secretaria de Estado da Juventude e Emprego,Government,2023 Workplan between Secretaria de Estado da Juventude e Emprego and UNFPA_BR3,"90,054.53"
Mozambique,DPS - Direcção Provincial de Saúde de Gaza,Government,Plano de Trabalho entre DPS Gaza e o UNFPA,"68,500.01"
Mozambique,DPS - Direcção Provincial de Saúde de Sofala,Government,Plano de Trabalho DPS Sofala e UNFPA Revisao #2,"243,170.52"
Mozambique,Serviço Provincial de Saúde de Tete,Government,Plano de Trabalho entre UNFPA e SPS Tete #1,"54,195.56"
Mozambique,DPS - Direcção Provincial de Saúde da Zambezia,Government,Plano Anual de Trabalho entre UNFPA e DPS Zambezia 2023 - Revisão 6,"183,561.75"
Mozambique,DPS Nampula - Direcção Provincial de Saúde de Nampula,Government,Plano de Trabalho entre DPS Nampula e UNFPA 2023 -Revisão IV,"110,566.90"
Mozambique,DPS - Direcção Provincial de Saúde de Niassa,Government,Plano de Trabalho entre UNFPA e DPS Niassa - Revisão 2,"328,127.53"
Mozambique,DPS - Direcção Provincial de Saúde de Cabo Delgado,Government,3ª Revisão do Plano de Trabalho entre a DPS Cabo Delgado e o UNFPA,"346,620.46"
Mozambique,INE - Instituto Nacional de Estatística,Government,Plano de Trabalho entre o Instituto Nacional de Estatística (INE) e o Fundo das Nações Unidas para População - Revisão 3,"800,183.14"
Mozambique,CMAM - Central de Medicamentos e Artigos Médicos,Government,Revisão 2 Plano de Trabalho entre UNFPA e CMAM,"206,823.00"
Mozambique,DPS Manica - Direcção Provincial de Saúde de Manica,Government,Revisão II Plano de Trabalho entre DPS Manica e o UNFPA #2,"138,003.68"
Mozambique,Conselho Nacional de Combate ao SIDA,Government,2023 Plano de Trabalho entre UNFPA e CNCS,"75,069.61"
Mozambique,SPS Nampula - Serviços Provinciais de Saúde de Nampula,Government,Plano de Trabalho entre SPS Nampula e UNFPA 2023 - Revisão 4,"230,174.49"
Mozambique,Direcção Provincial do Plano e Finanças de Nampula,Government,IV Revisão do Plano de Trabalho entre a Direcção Provincial de Plano e Finanças de Nampula e o UNFPA 2023,"54,641.54"
Mozambique,SPS Cabo Delgado - Serviços Provinciais de Saúde de Cabo Delgado,Government,Revisão 4 do Plano de Trabalho entre a SPS Cabo Delgado e o UNFPA,"204,557.37"
Mozambique,DPS Tete - Direcção Provincial de Saúde de Tete,Government,Plano anual de trabalho entre o UNFPA e a Direcção Provincial de Saúde de Tete 2023,"70,598.89"
Mozambique,"DPGCAS Cabo Delgado - Direcção Provincial de Género, Criança e Acção Social de Cabo Delgado",Government,"Revisão 3 do Plano anual de Trabalho entre Direcção Provincial de Género, Criança e Acção Social de Cabo Delgado e UNFPA","103,085.98"
Mozambique,Instituto de Ciências de Saúde de Infulene,Government,Plano de Trabalho entre UNFPA e ICS de Infulene,"118,249.72"
Mozambique,Associação Moçambicana para o Desenvolvimento da Família,NGO,Plano de Trabalho de 2023 entre UNFPA e AMODEFA,"694,921.42"
Mozambique,Núcleo das Associações Femininas da Zambézia,NGO,NAFEZA and UNFPA 2023 BR 1,"172,540.86"
Mozambique,Associação Colaição da Juventude Moçambicana,NGO,COLAZO 2023 WORK PLAN- Revision 5,"1,175,426.07"
Mozambique,DKT Mozambique,NGO,Plano de trabalho entre o UNFPA e DKT Mozambique 2023 - Revisão 3,"212,474.87"
Mozambique,Fundação para o Desenvolvimento da Comunidade,NGO,WP Between FDC and UNFPA - AWP BR5,"528,760.82"
Mozambique,Fundação WiWANNA,NGO,Plano Anual de Trabalho Fundação Wiwanna,"240,108.12"
Mozambique,Médicos com África (CUAMM),NGO,Annual work plan with UNFPA and CUAMM,"327,378.79"
Mozambique,Associazione Italiana Amici di Raoul Follereau (AIFO),NGO,UNFPA - AIFO 2023 Workplan Revision 2,"154,558.71"
Mozambique,Associação Juvenil Kutenga,NGO,Plano Anual de Trabalho_Kutenga & UNFPA 2023_Revision IV_to add SYP_CHASE Funds,"471,377.55"
Mozambique,Associação Homens Pela Mudança,NGO,HOPEM Annual Workplan 2023 - BR3,"224,338.59"
Mozambique,Good Neighbors Mozambique,NGO,Workplan with UNFPA and Good Neighbors BR#4,"159,725.19"
Mozambique,Consorzio Associazioni con il Mozambico,NGO,Work plan with UNFPA and Consorcio Associações com Mocambique Revision 2,"77,730.55"
Mozambique,"Associacao Mulher, Lei e Desenvolvimento",NGO,Plano de trabalho entre MULEIDE e UNFPA Revisao #02,"367,995.08"
Mozambique,Regional Psychosocial Support Initiative,NGO,REPSSI 2023 Annual Work Plan - Revision 3,"251,305.90"
Mozambique,Girl Child Rights,NGO,Plano de Trabalho entre a Associação Girl Child Rights e UNFPA Revisao #01,"261,580.98"
Mozambique,ASCHA - Associação Sócio Cultural Horizonte Azul,NGO,Revisão II Plano Anual de Trabalho entre ASCHA e o UNFPA,"135,347.25"
Namibia,Ministry of Health and Social Services,Government,2023 7 Annual Work Plan for Ministry of Health and Social Services,"93,767.59"
Namibia,"Ministry of Education, Arts and Culture",Government,"Revision 3: Entry -Ministry of Education, Arts and Culture","58,655.63"
Namibia,Namibia Planned Parenthood Association,NGO,6 AWP Namibia Planned Parenthood Association (NAPPA) 2023,"71,694.99"
Namibia,One Economy Foundation,NGO,ONE Economy Annual Work Plan 2,"123,578.23"
Namibia,Regain Trust,NGO,GBV prevention and response Rev4,"77,887.41"
Rwanda,Rwanda Biomedical Center,Government,UNFPA-RBC Work Plan 2022-2023/Revision II,"244,680.01"
Rwanda,National Institute of Statistics of Rwanda,Government,"Annual Work Plan between UNFPA and the National Institute of Statistic of Rwanda, 2023-2024","79,807.72"
Rwanda,School of Public Health/College of Medicine and Health Sciences/University of Rwanda,Government,UNFPA-SPH Work Plan 2022-2023- Revision 1,"103,444.94"
Rwanda,Rwanda Parliamentarians’ Network on Population and Development (RPRPD),NGO,WP RPRPD-UNFPA 2022-2023,"131,682.29"
Rwanda,Imbuto Foundation,NGO,UNFPA-IF WP 2022-2023,"253,416.64"
Rwanda,Swiss Tropical and Public Health Institute,NGO,Safeguard Young People Programme,"521,187.75"
Rwanda,Africa Humanitarian Action,NGO,Humanitarian Response,"95,150.03"
Rwanda,Alight Rwanda,NGO,Humanitarian Response,"167,832.59"
Rwanda,Save the Children International,NGO,Humanitarian Response,"145,942.81"
Rwanda,Society for Family Health Rwanda,NGO,SFH-UNFPA Work Plan 2022-2023- Revision I,"392,824.62"
Rwanda,Good Neighbors International,NGO,Humanitarian Response,"662,431.30"
Rwanda,Health Development Initiative (Rwanda),NGO,Work Plan UNFPA-HDI-Revision III,"810,135.72"
Rwanda,Institute of Policy Analysis and Research,NGO,WP between UNFPA and IPAR/Revision1,"67,597.78"
Rwanda,"Inspire, Educate and Empower Rwanda (IEE)",NGO,UNFPA-Inspire Educate and Empower Rwanda (IEE)/WP Revision 2,"469,482.93"
Seychelles,Ministry of Health,Government,Annual Work Plan 2022 Seychelles - Ministry of Health,"51,025.03"
South Africa,New LoveLife Trust,NGO,LPP Adolescent & Youth SRHR. Rev. 2,"161,953.40"
South Africa,Umthombo Wempilo Institute,NGO,Umthombo Wempilo Institute. Rev.3,"129,753.03"
South Africa,University of Cape Town,NGO,Workplan between UNFPA and University of Cape Town (UoCT): Population Change and Data,"65,204.44"
South Sudan,Ministry of Health - GoSS,Government,Strengthening health systems for integrated sexual and reproductive health and rights,"363,071.69"
South Sudan,National Bureau of Statistics,Government,Strengthening National and State level systems for generation of Population Data and Evidence to inform decision making,"204,353.49"
South Sudan,Ministry of Gender Child and Social Welfare,Government,Gender equality and Social norm change for prevention and response to SRH and GBV,"67,193.50"
South Sudan,International Medical Corps UK,NGO,"Provision of GBV/SRH Services in Humanitarian Settings and strengthening human resources for health, clinical practice, and provision of SRH/ MNH/ FP/ services in Wau and Malakal","1,260,297.19"
South Sudan,African Medical and Research Foundation (AMREF),NGO,"Support training of health workers, provision of SRH, FP, and GBV services in Western and Central Equatoria states and AYRSH services and youth empowerment programmes in Wau","1,427,122.81"
South Sudan,Adventist Development and Relief Agency,NGO,Increasing Access to Youth Friendly SRH/GBV and COVID-19 pandemic Information and Services,"176,450.41"
South Sudan,International Rescue Committee,NGO,"Support the training of health workers in Aweil and provision of integrated SRH/GBV/HIV information and services in Bentiu POC and through the FPCs in Rumbek, Juba and Malualkon.","1,107,222.37"
South Sudan,Reproductive Health Association of South Sudan,NGO,Addressing Barriers to Uptake of Family Planning and Access to ASRH Services,"167,304.75"
South Sudan,Interchurch Medical Assistance,NGO,"Provision of Reproductive Health and Gender Based Violence Services in Bor State Hospital and Mingkaman Protection of Civilians (PoC) Site, Bor OSC and support to Human Resources for RH and GBV in Bor HIS.","1,094,601.93"
South Sudan,Smile Again Africa Development Organization,NGO,"Provision of GBV prevention, comprehensive case management and Male engagement on Gender and Social Inclusion.","1,308,981.25"
South Sudan,Canadian Association of Midwives,NGO,Provision of technical assistance for an enabling environment for reproductive health services and youth participation,"262,602.95"
South Sudan,Impact Health Organization,NGO,Strengthening Youth interventions in South Sudan,"819,017.46"
South Sudan,South Sudan Network of People Living with HIV,NGO,Provision of HIV prevention programs (defined package of services)to the Female Sex Workers and other vulnerable populations,"225,251.27"
South Sudan,National Empowerment of Positive Women United,NGO,Provision of HIV prevention programs (defined package of services)to the Female Sex Workers and other vulnerable populations,"217,480.82"
South Sudan,Hope Restoration South Sudan,NGO,Improve Access to Integrated SRH and GBV Services through Strengthening Humanitarian Preparedness and Response,"1,750,430.90"
South Sudan,Health Link South Sudan,NGO,"Supporting clinical practice, training of health workers, and GBV services in Kuajok, Torit and Kapoeta East","428,479.49"
South Sudan,Catholic Organization for Relief and Development Aid (Cordaid),NGO,"Strengthening human resources for health, clinical practice, and provision of SRH/ MNH/ FP/ services in Torit 2","252,705.17"
South Sudan,Opera San Francesco Saverio - C.U.A.M.M.,NGO,"Strengthening human resources for health, clinical practice, and provision of SRH/ MNH/ FP/ services in Rumbek","229,869.87"
South Sudan,South Sudan Nurses and Midwives Association,NGO,Strengthened capacity of professional nurses and midwives’ association to advocate for and provide quality RMNCAH & GBV information and services,"215,215.66"
South Sudan,Search for Common Ground,NGO,Youth Leading Peace: Establishing participatory and inclusive local and national mechanisms for implementation of Youth Peace and Security in South Sudan,"168,113.66"
Tanzania,Tanzania Red Cross Society,NGO,UNFPA TRCS WP Jan-Dec 2023,"79,787.93"
Tanzania,Kiota Women's Health Development Organization,NGO,Improving Access of SRH/FP and GBV Services to Young Women,"287,418.46"
Tanzania,Marie Stopes Tanzania Limited,NGO,FP Consortium,"529,022.74"
Tanzania,International Rescue Committee Tanzania,NGO,Strengthening SRHR and prevention and response to SGBV in Kigoma,"228,976.53"
Tanzania,Tanzanian Training Centre,NGO,Reproductive Maternal Health Project,"565,254.56"
Tanzania,Sahara Sparks Events Ltd,NGO,SRHR Innovation & Digitalization,"187,000.46"
Tanzania,Restless Development,NGO,Comprehensive Program for Adolescents and Youth,"564,602.60"
Tanzania,C-Sema,NGO,"Strengthening GBV, CM and FGM prevention and case management","288,246.13"
Tanzania,Women in Law & Development in Africa,NGO,Preventing and Responding to GBV and HPs in Tanzania-GHR Consortium Workplan (First amendment),"287,934.53"
Tanzania,HelpAge Tanzania,NGO,"Addressing social-cultural norms and values through social behaviour change communication to promote sexual and reproductive health rights and a life free from GBV, harmful practices, stigma and discrimination","259,712.52"
Uganda,National Population Council,Government,National Population Council (NPC) 2023 Annual Work Plan,"810,441.87"
Uganda,Uganda Bureau of Statistics,Government,"GoU/UNFPA Country Programme Support to Uganda Bureau of Statistics, Annual WorkPlan 2023","381,360.40"
Uganda,Ministry of Health,Government,"GoU/UNFPA Country Programme Support to Ministry of Health, Annual Work Plan 2023","236,422.40"
Uganda,"Ministry of Gender, Labour and Social Development",Government,"GoU/UNFPA Country Programme Support to Ministry of Gender, Labour and Social Development, 2023Annual Work Plan","815,297.64"
Uganda,Ministry of Education and Sports,Government,"GoU/UNFPA Country Programme Support to Ministry of Education and Sports, 2023 Annual Workplan","284,190.90"
Uganda,National Planning Authority,Government,National Planning Authority (NPA) 2023 AWP,"122,990.50"
Uganda,Ministry of Justice and Constitutional Affairs,Government,GoU/UNFPA Country Programme Support to Ministry of Justice and Constitutional Affairs,"619,222.43"
Uganda,Ministry of Defense and Veteran Affairs,Government,GoU/ UNFPA Country Program Support to the Ministry of Defense and Veteran Affairs - Annual Work Plan 2023,"88,608.52"
Uganda,Marie Stopes Limited,NGO,"GoU/UNFPA Country Programme Support to Marie Stopes Uganda, 2023 Annual Workplan","2,740,605.89"
Uganda,Makerere University School of Public Health,NGO,Makerere University School of Public Health,"178,788.11"
Uganda,International Rescue Committee,NGO,GoU/UNFPA Country Programme Support to International Rescue Committee (IRC) 2023 Annual Work Plan,"622,153.49"
Uganda,Care International,NGO,GoU/UNFPA - CARE AWP 2023,"1,391,458.71"
Uganda,ACORD Uganda,NGO,GoU/UNFPA Country Program Support to Agency for Cooperation and Research in Development (ACORD) 2023 Annual Work Plan,"1,320,143.28"
Uganda,ACTIONAID UGANDA,NGO,GoU/UNFPA Country Programme Support to Action Aid International Uganda -2023 Annual Work Plan,"558,791.57"
Uganda,BRAC Uganda Limited,NGO,"GoU/UNFPA Country Programme Support to BRAC, 2023 Annual Work Plan","656,493.07"
Uganda,Inter-Religious Council of Uganda,NGO,"GoU/UNFPA Country Programme Support to Inter-Religious Council of Uganda, Annual work plan 2023","191,485.25"
Uganda,Lutheran World Federation,NGO,"GoU/UNFPA Country Programme Support to Lutheran World Federation, 2023 Annual Work Plan","766,836.58"
Uganda,Save the Children International,NGO,GoU/UNFPA Country Programme Support to Save the Children International- Annual Workplan 2023,"1,077,621.41"
Uganda,"Plan International, Inc.",NGO,"GoU/UNFPA Country Programme Support to Plan International, Inc, 2023 Annual Workplan","994,406.27"
Uganda,Naguru Teenage Information and Health Centre,NGO,"GoU/UNFPA Country Programme Support to Naguru Teenage Information and Health Centre, 2023 Annual Work plan","242,207.02"
Zambia,Ministry of Health,Government,Integrated RMNCAH Program,"206,885.13"
Zambia,"Ministry of Health, Luapula Provincial Health Office",Government,Provincial Integrated RMNCAH Programme,"193,815.09"
Zambia,"Ministry of Youth, Sport and Arts",Government,"Youth participation, empowerment and out of school CSE","77,415.94"
Zambia,"University of Zambia, Department of Demography, Population Sciences, Monitoring & Evaluation",Government,Strengthened Data Systems and Evidence Workplan for UNZA DPS,"93,833.39"
Zambia,Marie Stopes Zambia,NGO,Integrated SRH Services,"106,378.98"
Zambia,YWCA Zambia,NGO,Program to end child marriage and adolescent pregnancy,"974,711.91"
Zambia,Population Council - Zambia,NGO,Real time monitoring of GAPS Safe Space programme implementation,"103,898.68"
Zambia,United Nations Development Programme (UNDP),UN,National Youth Development Strategy Roadmap Workplan,"73,575.33"
Zimbabwe,Zimbabwe National Family Planning Council,Government,ZIMBABWE NATIONAL FAMILY PLANNING COUNCIL 2023 WORK PLAN,"139,074.53"
Zimbabwe,Ministry of Health and Child Care,Government,Ministry of Health and Child Care 2023 Work Plan Revision 1,"554,839.53"
Zimbabwe,"Ministry of Women Affairs, Community, Small and Medium Enterprises Development",Government,"Ministry of Women Affairs, Community, Small and Medium Enterprises Developments 2023 Work Plan Revision 2","159,872.33"
Zimbabwe,Zimbabwe National Statistics Agency,Government,Data for Development - 2023 WP,"252,990.38"
Zimbabwe,National AIDS Council of Zimbabwe,Government,National AIDS Council - 2023 Work Plan Revision 1,"130,137.65"
Zimbabwe,Musasa Project,NGO,GBV Prevention and Response - Musasa Project 2023 Work Plan Revision 2,"401,332.48"
Zimbabwe,World Vision Zimbabwe,NGO,2023 World Vision Work Plan Revision 2,"171,229.22"
Zimbabwe,Family AIDS Caring Trust (FACT) Zimbabwe,NGO,2023 FACT Work Plan Revision 3,"273,660.72"
Zimbabwe,Students And Youths Working on Reproductive Health Action Team,NGO,Adolescents Sexual and Reproductive Health - SAYWHAT 2023 WP Revision 1,"199,742.38"
Zimbabwe,Sexual Rights Centre,NGO,Key Populations Service Provision - Sexual Rights Center 2023 Work Plan Revision 2,"292,366.93"
Zimbabwe,Gays and Lesbians Zimbabwe,NGO,Key Populations Service provision - Gays and Lesbians Zimbabwe 2023 Work Plan Revision 2,"433,736.13"
Latin America & Caribbean Regional Office,FLACSO Argentina,NGO,AWP FLACSO,"112,365.00"
Latin America & Caribbean Regional Office,Universidad de Antioquia,NGO,"Enmienda No. 1 - Plan de Trabajo 2023 entre UNFPA y Universidad de Antioquia – Facultad de Medicina – Nacer, Salud Sexual y Reproductiva","65,829.59"
Latin America & Caribbean Regional Office,Centro de Comunicación Virginia Woolf (Cotidiano Mujer),NGO,Plan de Trabajo - Cotidiano Mujer 2023,"50,000.16"
Latin America & Caribbean Regional Office,UN Economic Commission for Latin America and the Caribbean (ECLAC),UN,2023 ECLAC Work Plan,"184,185.35"
Jamaica Sub-Regional Office,"Ministry of Human Development, Families and Indigenous Peoples' Affairs",Government,Workplan between UNFPA and MHDFIPA- Revision 1,"59,000.00"
Jamaica Sub-Regional Office,National Women's Commission,Government,Workplan between UNFPA & NWC (Revision 2),"135,842.30"
Jamaica Sub-Regional Office,Statistical Institute of Belize,Government,Workplan between United Nations Population Fund- Workplan Revision 1,"55,000.00"
