Indicator Name,Indicator Description,Units of Measure,Name of Geography,Country,UN Standard Country or Area Code (M.49),UNFPA Region Name,Region View Code,Survey Year,Source Organization,Source Description,ld_ranking,Sex: Female
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saint Lucia,Saint Lucia,662,Latin American and Caribbean,,2001,SDG,Sustainable Development Goals Global Database 2023,20,79.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saint Lucia,Saint Lucia,662,Latin American and Caribbean,,2000,SDG,Sustainable Development Goals Global Database 2023,21,86.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,670,Latin American and Caribbean,,2020,SDG,Sustainable Development Goals Global Database 2023,1,61.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,670,Latin American and Caribbean,,2019,SDG,Sustainable Development Goals Global Database 2023,2,65.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,670,Latin American and Caribbean,,2018,SDG,Sustainable Development Goals Global Database 2023,3,59.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,670,Latin American and Caribbean,,2017,SDG,Sustainable Development Goals Global Database 2023,4,34.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,670,Latin American and Caribbean,,2016,SDG,Sustainable Development Goals Global Database 2023,5,35.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,670,Latin American and Caribbean,,2015,SDG,Sustainable Development Goals Global Database 2023,6,36.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,670,Latin American and Caribbean,,2014,SDG,Sustainable Development Goals Global Database 2023,7,40.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,670,Latin American and Caribbean,,2013,SDG,Sustainable Development Goals Global Database 2023,8,45.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,670,Latin American and Caribbean,,2012,SDG,Sustainable Development Goals Global Database 2023,9,45.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,670,Latin American and Caribbean,,2011,SDG,Sustainable Development Goals Global Database 2023,10,44.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,670,Latin American and Caribbean,,2010,SDG,Sustainable Development Goals Global Database 2023,11,44.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,670,Latin American and Caribbean,,2009,SDG,Sustainable Development Goals Global Database 2023,12,45.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,670,Latin American and Caribbean,,2008,SDG,Sustainable Development Goals Global Database 2023,13,38.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,670,Latin American and Caribbean,,2007,SDG,Sustainable Development Goals Global Database 2023,14,47.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,670,Latin American and Caribbean,,2006,SDG,Sustainable Development Goals Global Database 2023,15,49.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,670,Latin American and Caribbean,,2005,SDG,Sustainable Development Goals Global Database 2023,16,53.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,670,Latin American and Caribbean,,2004,SDG,Sustainable Development Goals Global Database 2023,17,53.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,670,Latin American and Caribbean,,2003,SDG,Sustainable Development Goals Global Database 2023,18,61.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,670,Latin American and Caribbean,,2002,SDG,Sustainable Development Goals Global Database 2023,19,61.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,670,Latin American and Caribbean,,2001,SDG,Sustainable Development Goals Global Database 2023,20,63.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,670,Latin American and Caribbean,,2000,SDG,Sustainable Development Goals Global Database 2023,21,76.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Samoa,Samoa,882,Asia and the Pacific,,2020,SDG,Sustainable Development Goals Global Database 2023,1,59.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Samoa,Samoa,882,Asia and the Pacific,,2019,SDG,Sustainable Development Goals Global Database 2023,2,66.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Samoa,Samoa,882,Asia and the Pacific,,2018,SDG,Sustainable Development Goals Global Database 2023,3,58.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Samoa,Samoa,882,Asia and the Pacific,,2017,SDG,Sustainable Development Goals Global Database 2023,4,58.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Samoa,Samoa,882,Asia and the Pacific,,2016,SDG,Sustainable Development Goals Global Database 2023,5,57.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Samoa,Samoa,882,Asia and the Pacific,,2015,SDG,Sustainable Development Goals Global Database 2023,6,58
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Samoa,Samoa,882,Asia and the Pacific,,2014,SDG,Sustainable Development Goals Global Database 2023,7,59.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Samoa,Samoa,882,Asia and the Pacific,,2013,SDG,Sustainable Development Goals Global Database 2023,8,58.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Samoa,Samoa,882,Asia and the Pacific,,2012,SDG,Sustainable Development Goals Global Database 2023,9,62.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Samoa,Samoa,882,Asia and the Pacific,,2011,SDG,Sustainable Development Goals Global Database 2023,10,58.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Samoa,Samoa,882,Asia and the Pacific,,2010,SDG,Sustainable Development Goals Global Database 2023,11,61.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Samoa,Samoa,882,Asia and the Pacific,,2009,SDG,Sustainable Development Goals Global Database 2023,12,62.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Samoa,Samoa,882,Asia and the Pacific,,2008,SDG,Sustainable Development Goals Global Database 2023,13,58.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Samoa,Samoa,882,Asia and the Pacific,,2007,SDG,Sustainable Development Goals Global Database 2023,14,58.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Samoa,Samoa,882,Asia and the Pacific,,2006,SDG,Sustainable Development Goals Global Database 2023,15,58.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Samoa,Samoa,882,Asia and the Pacific,,2005,SDG,Sustainable Development Goals Global Database 2023,16,62.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Samoa,Samoa,882,Asia and the Pacific,,2004,SDG,Sustainable Development Goals Global Database 2023,17,61.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Samoa,Samoa,882,Asia and the Pacific,,2003,SDG,Sustainable Development Goals Global Database 2023,18,63.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Samoa,Samoa,882,Asia and the Pacific,,2002,SDG,Sustainable Development Goals Global Database 2023,19,67
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Samoa,Samoa,882,Asia and the Pacific,,2001,SDG,Sustainable Development Goals Global Database 2023,20,73.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Samoa,Samoa,882,Asia and the Pacific,,2000,SDG,Sustainable Development Goals Global Database 2023,21,74.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sao Tome and Principe,Sao Tome and Principe,678,West and Central Africa,,2020,SDG,Sustainable Development Goals Global Database 2023,1,146.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sao Tome and Principe,Sao Tome and Principe,678,West and Central Africa,,2019,SDG,Sustainable Development Goals Global Database 2023,2,142.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sao Tome and Principe,Sao Tome and Principe,678,West and Central Africa,,2018,SDG,Sustainable Development Goals Global Database 2023,3,149.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sao Tome and Principe,Sao Tome and Principe,678,West and Central Africa,,2017,SDG,Sustainable Development Goals Global Database 2023,4,143.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sao Tome and Principe,Sao Tome and Principe,678,West and Central Africa,,2016,SDG,Sustainable Development Goals Global Database 2023,5,164.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sao Tome and Principe,Sao Tome and Principe,678,West and Central Africa,,2015,SDG,Sustainable Development Goals Global Database 2023,6,139.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sao Tome and Principe,Sao Tome and Principe,678,West and Central Africa,,2014,SDG,Sustainable Development Goals Global Database 2023,7,144.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sao Tome and Principe,Sao Tome and Principe,678,West and Central Africa,,2013,SDG,Sustainable Development Goals Global Database 2023,8,158.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sao Tome and Principe,Sao Tome and Principe,678,West and Central Africa,,2012,SDG,Sustainable Development Goals Global Database 2023,9,160
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sao Tome and Principe,Sao Tome and Principe,678,West and Central Africa,,2011,SDG,Sustainable Development Goals Global Database 2023,10,183.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sao Tome and Principe,Sao Tome and Principe,678,West and Central Africa,,2010,SDG,Sustainable Development Goals Global Database 2023,11,160.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sao Tome and Principe,Sao Tome and Principe,678,West and Central Africa,,2009,SDG,Sustainable Development Goals Global Database 2023,12,157
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sao Tome and Principe,Sao Tome and Principe,678,West and Central Africa,,2008,SDG,Sustainable Development Goals Global Database 2023,13,149.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sao Tome and Principe,Sao Tome and Principe,678,West and Central Africa,,2007,SDG,Sustainable Development Goals Global Database 2023,14,149
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sao Tome and Principe,Sao Tome and Principe,678,West and Central Africa,,2006,SDG,Sustainable Development Goals Global Database 2023,15,161.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sao Tome and Principe,Sao Tome and Principe,678,West and Central Africa,,2005,SDG,Sustainable Development Goals Global Database 2023,16,159.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sao Tome and Principe,Sao Tome and Principe,678,West and Central Africa,,2004,SDG,Sustainable Development Goals Global Database 2023,17,158.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sao Tome and Principe,Sao Tome and Principe,678,West and Central Africa,,2003,SDG,Sustainable Development Goals Global Database 2023,18,166.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sao Tome and Principe,Sao Tome and Principe,678,West and Central Africa,,2002,SDG,Sustainable Development Goals Global Database 2023,19,169.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sao Tome and Principe,Sao Tome and Principe,678,West and Central Africa,,2001,SDG,Sustainable Development Goals Global Database 2023,20,181.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sao Tome and Principe,Sao Tome and Principe,678,West and Central Africa,,2000,SDG,Sustainable Development Goals Global Database 2023,21,179.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saudi Arabia,Saudi Arabia,682,non-UNFPA,,2020,SDG,Sustainable Development Goals Global Database 2023,1,16.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saudi Arabia,Saudi Arabia,682,non-UNFPA,,2019,SDG,Sustainable Development Goals Global Database 2023,2,17.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saudi Arabia,Saudi Arabia,682,non-UNFPA,,2018,SDG,Sustainable Development Goals Global Database 2023,3,16.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saudi Arabia,Saudi Arabia,682,non-UNFPA,,2017,SDG,Sustainable Development Goals Global Database 2023,4,16.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saudi Arabia,Saudi Arabia,682,non-UNFPA,,2016,SDG,Sustainable Development Goals Global Database 2023,5,16.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saudi Arabia,Saudi Arabia,682,non-UNFPA,,2015,SDG,Sustainable Development Goals Global Database 2023,6,15.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saudi Arabia,Saudi Arabia,682,non-UNFPA,,2014,SDG,Sustainable Development Goals Global Database 2023,7,15
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saudi Arabia,Saudi Arabia,682,non-UNFPA,,2013,SDG,Sustainable Development Goals Global Database 2023,8,14.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saudi Arabia,Saudi Arabia,682,non-UNFPA,,2012,SDG,Sustainable Development Goals Global Database 2023,9,15.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saudi Arabia,Saudi Arabia,682,non-UNFPA,,2011,SDG,Sustainable Development Goals Global Database 2023,10,15.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saudi Arabia,Saudi Arabia,682,non-UNFPA,,2010,SDG,Sustainable Development Goals Global Database 2023,11,15.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saudi Arabia,Saudi Arabia,682,non-UNFPA,,2009,SDG,Sustainable Development Goals Global Database 2023,12,16.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saudi Arabia,Saudi Arabia,682,non-UNFPA,,2008,SDG,Sustainable Development Goals Global Database 2023,13,16.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saudi Arabia,Saudi Arabia,682,non-UNFPA,,2007,SDG,Sustainable Development Goals Global Database 2023,14,17.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saudi Arabia,Saudi Arabia,682,non-UNFPA,,2006,SDG,Sustainable Development Goals Global Database 2023,15,17.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saudi Arabia,Saudi Arabia,682,non-UNFPA,,2005,SDG,Sustainable Development Goals Global Database 2023,16,17
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saudi Arabia,Saudi Arabia,682,non-UNFPA,,2004,SDG,Sustainable Development Goals Global Database 2023,17,18.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saudi Arabia,Saudi Arabia,682,non-UNFPA,,2003,SDG,Sustainable Development Goals Global Database 2023,18,19.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saudi Arabia,Saudi Arabia,682,non-UNFPA,,2002,SDG,Sustainable Development Goals Global Database 2023,19,20.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saudi Arabia,Saudi Arabia,682,non-UNFPA,,2001,SDG,Sustainable Development Goals Global Database 2023,20,20.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Saudi Arabia,Saudi Arabia,682,non-UNFPA,,2000,SDG,Sustainable Development Goals Global Database 2023,21,21.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Senegal,Senegal,686,West and Central Africa,,2020,SDG,Sustainable Development Goals Global Database 2023,1,260.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Senegal,Senegal,686,West and Central Africa,,2019,SDG,Sustainable Development Goals Global Database 2023,2,257.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Senegal,Senegal,686,West and Central Africa,,2018,SDG,Sustainable Development Goals Global Database 2023,3,277.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Senegal,Senegal,686,West and Central Africa,,2017,SDG,Sustainable Development Goals Global Database 2023,4,278.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Senegal,Senegal,686,West and Central Africa,,2017,DHS,Senegal Demographic and Health Surveys 2017,5,236
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Senegal,Senegal,686,West and Central Africa,,2016,SDG,Sustainable Development Goals Global Database 2023,6,280.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Senegal,Senegal,686,West and Central Africa,,2015,SDG,Sustainable Development Goals Global Database 2023,7,320.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Senegal,Senegal,686,West and Central Africa,,2014,SDG,Sustainable Development Goals Global Database 2023,8,345.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Senegal,Senegal,686,West and Central Africa,,2013,SDG,Sustainable Development Goals Global Database 2023,9,353
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Senegal,Senegal,686,West and Central Africa,,2012,SDG,Sustainable Development Goals Global Database 2023,10,393.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Senegal,Senegal,686,West and Central Africa,,2011,SDG,Sustainable Development Goals Global Database 2023,11,417.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Senegal,Senegal,686,West and Central Africa,,2010,SDG,Sustainable Development Goals Global Database 2023,12,450.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Senegal,Senegal,686,West and Central Africa,,2009,SDG,Sustainable Development Goals Global Database 2023,13,471.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Senegal,Senegal,686,West and Central Africa,,2008,SDG,Sustainable Development Goals Global Database 2023,14,490.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Senegal,Senegal,686,West and Central Africa,,2007,SDG,Sustainable Development Goals Global Database 2023,15,476.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Senegal,Senegal,686,West and Central Africa,,2006,SDG,Sustainable Development Goals Global Database 2023,16,489.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Senegal,Senegal,686,West and Central Africa,,2005,SDG,Sustainable Development Goals Global Database 2023,17,518.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Senegal,Senegal,686,West and Central Africa,,2004,SDG,Sustainable Development Goals Global Database 2023,18,549.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Senegal,Senegal,686,West and Central Africa,,2003,SDG,Sustainable Development Goals Global Database 2023,19,564.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Senegal,Senegal,686,West and Central Africa,,2002,SDG,Sustainable Development Goals Global Database 2023,20,597.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Senegal,Senegal,686,West and Central Africa,,2001,SDG,Sustainable Development Goals Global Database 2023,21,596.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Senegal,Senegal,686,West and Central Africa,,2000,SDG,Sustainable Development Goals Global Database 2023,22,638.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Serbia,Serbia,688,Eastern Europe and Central Asia,,2020,SDG,Sustainable Development Goals Global Database 2023,1,10.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Serbia,Serbia,688,Eastern Europe and Central Asia,,2019,SDG,Sustainable Development Goals Global Database 2023,2,10.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Serbia,Serbia,688,Eastern Europe and Central Asia,,2018,SDG,Sustainable Development Goals Global Database 2023,3,11.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Serbia,Serbia,688,Eastern Europe and Central Asia,,2017,SDG,Sustainable Development Goals Global Database 2023,4,12
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Serbia,Serbia,688,Eastern Europe and Central Asia,,2016,SDG,Sustainable Development Goals Global Database 2023,5,12.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Serbia,Serbia,688,Eastern Europe and Central Asia,,2015,SDG,Sustainable Development Goals Global Database 2023,6,12.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Serbia,Serbia,688,Eastern Europe and Central Asia,,2014,SDG,Sustainable Development Goals Global Database 2023,7,12.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Serbia,Serbia,688,Eastern Europe and Central Asia,,2013,SDG,Sustainable Development Goals Global Database 2023,8,13
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Serbia,Serbia,688,Eastern Europe and Central Asia,,2012,SDG,Sustainable Development Goals Global Database 2023,9,13.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Serbia,Serbia,688,Eastern Europe and Central Asia,,2011,SDG,Sustainable Development Goals Global Database 2023,10,14
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Serbia,Serbia,688,Eastern Europe and Central Asia,,2010,SDG,Sustainable Development Goals Global Database 2023,11,14.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Serbia,Serbia,688,Eastern Europe and Central Asia,,2009,SDG,Sustainable Development Goals Global Database 2023,12,14.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Serbia,Serbia,688,Eastern Europe and Central Asia,,2008,SDG,Sustainable Development Goals Global Database 2023,13,14.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Serbia,Serbia,688,Eastern Europe and Central Asia,,2007,SDG,Sustainable Development Goals Global Database 2023,14,15.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Serbia,Serbia,688,Eastern Europe and Central Asia,,2006,SDG,Sustainable Development Goals Global Database 2023,15,15.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Serbia,Serbia,688,Eastern Europe and Central Asia,,2005,SDG,Sustainable Development Goals Global Database 2023,16,16.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Serbia,Serbia,688,Eastern Europe and Central Asia,,2004,SDG,Sustainable Development Goals Global Database 2023,17,15.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Serbia,Serbia,688,Eastern Europe and Central Asia,,2003,SDG,Sustainable Development Goals Global Database 2023,18,14.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Serbia,Serbia,688,Eastern Europe and Central Asia,,2002,SDG,Sustainable Development Goals Global Database 2023,19,14.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Serbia,Serbia,688,Eastern Europe and Central Asia,,2001,SDG,Sustainable Development Goals Global Database 2023,20,14.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Serbia,Serbia,688,Eastern Europe and Central Asia,,2000,SDG,Sustainable Development Goals Global Database 2023,21,17.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Seychelles,Seychelles,690,non-UNFPA,,2020,SDG,Sustainable Development Goals Global Database 2023,1,3.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Seychelles,Seychelles,690,non-UNFPA,,2019,SDG,Sustainable Development Goals Global Database 2023,2,3.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Seychelles,Seychelles,690,non-UNFPA,,2018,SDG,Sustainable Development Goals Global Database 2023,3,3.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Seychelles,Seychelles,690,non-UNFPA,,2017,SDG,Sustainable Development Goals Global Database 2023,4,4.6
